neural_energy,neural_variogram,garch_fhs_energy,garch_fhs_variogram,baseline_energy,baseline_variogram,energy_vs_bb_pct,variogram_vs_bb_pct,energy_vs_garch_pct,variogram_vs_garch_pct,energy_pvalue,variogram_pvalue,latent_rank,training_time_s,n_params,verdict,energy_5d_pct,variogram_5d_pct,energy_5d_pvalue,variogram_5d_pvalue
1.898681274885054,0.13052731363320932,1.9011199293258183,0.1297210889211983,1.9335612,0.13322364,1.8039217415573725,2.023908329642553,0.1282746239806772,-0.6215062783668007,0.005855986972600347,0.3375615363114277,0.5625,294.26962900161743,523232,DECISIVE WIN,4.993681116669913,2.649041010663037,0.0002118743819381494,0.3866052057442245
